bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Camioneta,Renault,Barranquilla,Rojo,5,Gasolina,71299,Duster,1.6,46500000,Atlántico,Mecánica,2016
,Mercedes-Benz,Suba,Azul,5,Gasolina,73300,Clase C,,88000000,Bogotá D.C.,Automática,2016
Hatchback,Nissan,Medellín,Plateado,5,Gasolina,44100,March,1.6,36500000,Antioquia,Mecánica,2016
Hatchback,Renault,Medellín,,5,Gasolina,45000,Clio,1.2,30800000,Antioquia,Mecánica,2016
Camioneta,Kia,Barranquilla,Gris,5,Gasolina,48000,Sportage,2.0,52900000,Atlántico,Mecánica,2016
Hatchback,Chevrolet,Suba,,5,Gasolina,80000,Sonic,1.6,32900000,Bogotá D.C.,Mecánica,2016
Sedán,Mazda,Pereira,Gris,4,Gasolina,48000,3,2.0,71000000,Risaralda,Mecánica,2016
,Chevrolet,Copacabana,,4,Gasolina,105000,Spark,,32000000,Antioquia,Mecánica,2016
Sedán,Chevrolet,Cali,Rojo,4,Gasolina,72300,Sail,1.4,31000000,Valle Del Cauca,Mecánica,2016
Sedán,Mazda,Tunja,Azul,4,Gasolina,40000,3,2.0,69700000,Boyaca,Mecánica,2016
Camioneta,Ford,Cartagena De Indias,Gris,5,Gasolina,39723,Explorer,3.5,110000000,Bolívar,Automática,2016
Camioneta,BMW,Medellín,Gris,4,Gasolina,50000,X3,2.0,106900000,Antioquia,Automática,2016
Camioneta,Chevrolet,Cali,Plateado,5,Gasolina,53000,Tracker,1.8,62000000,Valle Del Cauca,Automática,2016
Pick-Up,Nissan,Medellín,Blanco,4,Diésel,130345,Frontier,2.5,91900000,Antioquia,Mecánica,2016
Hatchback,Renault,Medellín,Blanco,2,Eléctrico,16447,Twizy,,27900000,Antioquia,Automática,2016
Camioneta,Mercedes-Benz,Pereira,Gris,5,Gasolina,59607,Clase GLC,,127900000,Risaralda,Automática,2016
Hatchback,Suzuki,Cali,Plateado,5,Gasolina,46000,Celerio,1.0,34000000,Valle Del Cauca,Mecánica,2016
,Renault,Cali,Blanco,3,Eléctrico,82394,Kangoo,,39000000,Valle Del Cauca,Mecánica,2016
Camioneta,BMW,Usaquén,Negro,5,Diésel,50000,X5,3.0,155000000,Bogotá D.C.,Automática,2016
Hatchback,Mazda,Villavicencio,Rojo,5,Gasolina,66956,2,1.5,55900000,Meta,Mecánica,2016
Sedán,Chevrolet,Engativa,Plateado,4,Gasolina,82000,Sail,1.4,31900000,Bogotá D.C.,Mecánica,2016
Sedán,Chevrolet,Cali,Gris,4,Gasolina,87746,1400,1400,30900000,Valle Del Cauca,Mecánica,2016
Hatchback,Renault,Barranquilla,Gris,5,Gasolina,57400,Stepway,1.6,37000000,Atlántico,Mecánica,2016
Camioneta,Kia,Bucaramanga,Plateado,5,Gasolina,64000,Carens,2.0,57500000,Santander,Automática,2016
Sedán,Hyundai,Cali,Gris,4,Gasolina,67667,Accent,1.6,49000000,Valle Del Cauca,Mecánica,2016
Coupé,BMW,Cali,Plateado,2,Gasolina,47000,M235i,,115000000,Valle Del Cauca,Automática,2016
Camioneta,Volvo,Cali,Gris,5,Gasolina,64122,XC60,2.5,97000000,Valle Del Cauca,Automática,2016
Hatchback,Mazda,Cali,Blanco,5,Gasolina,79728,3,2.0,72000000,Valle Del Cauca,Mecánica,2016
Hatchback,Volkswagen,Cali,Plateado,3,Gasolina,50079,Beetle,2.5,65000000,Valle Del Cauca,Automática,2016
,BMW,Usaquén,Gris,5,Gasolina,9500,Serie 5,,129000001,Bogotá D.C.,Automática,2016
Sedán,Mercedes-Benz,Cali,Azul,4,Gasolina,46646,Clase C,2.0,79000000,Valle Del Cauca,Automática,2016
Sedán,Mazda,Suba,,4,Gasolina,66000,3,2.0,66700000,Bogotá D.C.,Mecánica,2016
Hatchback,Mini,Medellín,Azul,5,Gasolina,54000,Cooper,2.0,75500000,Antioquia,Mecánica,2016
Camioneta,Ford,Envigado,,5,Gasolina,80000,Ecosport 2,2.0,50900000,Antioquia,Mecánica,2016
Hatchback,Kia,Medellín,Gris,5,Gasolina,123500,Picanto,1.2,37900000,Antioquia,Automática,2016
Camioneta,Mercedes-Benz,Medellín,,5,Diésel,84000,Clase GLE,3.0,187000000,Antioquia,Automática,2016
,Mercedes-Benz,Bucaramanga,Negro,4,Gasolina,64000,B-180,2200,75000000,Santander,Automática,2016
Hatchback,BMW,Envigado,,5,Gasolina,39900,Serie 1,1.6,78000000,Antioquia,Automática,2016
Hatchback,Mercedes-Benz,Usaquén,Gris,5,Gasolina,47500,Clase A,1.6,80000000,Bogotá D.C.,Automática,2016
Camioneta,Renault,Suba,Gris,5,Gasolina,62000,Duster,2.0,48800000,Bogotá D.C.,Mecánica,2016
Hatchback,Mazda,Medellín,,5,Gasolina,78000,3,2.0,66000000,Antioquia,Mecánica,2016
Sedán,Renault,Medellín,Gris,4,Gasolina,38100,Logan,1.6,37500000,Antioquia,Mecánica,2016
Pick-Up,Nissan,Copacabana,Blanco,2,Gasolina,91000,Frontier,2.4,78000000,Antioquia,Mecánica,2016
,Chevrolet,Barranquilla,,5,Gasolina,114000,SPARK LIFE,,25500000,Atlántico,Mecánica,2016
,Hyundai,Antonio Nariño,Amarillo,5,Gasolina y gas,413000,i10,,93000000,Bogotá D.C.,Mecánica,2016
Hatchback,Hyundai,Usaquén,,5,Gasolina,56000,Accent,1.6,44900000,Bogotá D.C.,Mecánica,2016
,Chevrolet,Suba,Rojo,4,Gasolina,42700,Sail,1.4,31000000,Bogotá D.C.,Mecánica,2016
Sedán,Audi,Medellín,,4,Gasolina,21000,A4,1.8,82000000,Antioquia,Automática,2016
Camioneta,Renault,Cartagena De Indias,,5,Gasolina,72000,Duster,2.0,42500000,Bolívar,Mecánica,2016
Coupé,Audi,Usaquén,Blanco,2,Gasolina,56400,TT,2.0,135000000,Bogotá D.C.,Automática,2016
Hatchback,Renault,Ciudad Bolívar,Plateado,5,Gasolina,57961,Sandero,1.6,39000000,Bogotá D.C.,Automática,2016
Camioneta,Renault,Suba,Rojo,5,Gasolina,82200,Duster,2.0,58500000,Bogotá D.C.,Mecánica,2016
Hatchback,Volkswagen,Usaquén,Blanco,5,Gasolina,39000,Beetle,2.5,57900000,Bogotá D.C.,Automática,2016
Sedán,Ford,Medellín,,4,Gasolina,118700,Fiesta,1.6,46900000,Antioquia,Mecánica,2016
Camioneta,Renault,Medellín,Gris,5,Gasolina,83000,Duster,2.0,49900000,Antioquia,Automática,2016
,BMW,Usaquén,Plateado,5,Gasolina,36000,X6,,295000000,Bogotá D.C.,Automática,2016
Hatchback,Renault,Envigado,Gris,5,Gasolina,68000,Stepway,1.6,42800000,Antioquia,Mecánica,2016
Sedán,Hyundai,Medellín,Plateado,4,Gasolina,30000,Accent,1.6,46500000,Antioquia,Mecánica,2016
,Kia,Duitama,,5,Gasolina,64450,Picanto,,37000000,Boyaca,Mecánica,2016
Hatchback,Hyundai,Medellín,,5,Gasolina,52000,Accent,1.6,43900000,Antioquia,Mecánica,2016
,Nissan,Cali,,4,Gasolina,76000,Fiesta titanium,,445000000,Valle Del Cauca,Mecánica,2016
Hatchback,Mazda,Envigado,Gris,5,Gasolina,81000,2,1.5,52000000,Antioquia,Mecánica,2016
Camioneta,Toyota,Cúcuta,,5,Diésel,82000,Prado,3.0,194000000,Norte De Santander,Mecánica,2016
Hatchback,Suzuki,Medellín,Gris,5,Gasolina,45000,Celerio,1.0,34800000,Antioquia,Mecánica,2016
Pick-Up,Nissan,Cali,,2,Diésel,78000,Frontier,2.5,95800000,Valle Del Cauca,Mecánica,2016
Pick-Up,Nissan,Fontibón,Blanco,4,Diésel,77547,Frontier,2.5,93900000,Bogotá D.C.,Mecánica,2016
Hatchback,Renault,Medellín,Gris,5,Gasolina,49500,Sandero,1.6,38900000,Antioquia,Automática,2016
,Suzuki,Puente Aranda,Gris,5,Gasolina,83400,Grand Vitara,2400,65900000,Bogotá D.C.,Automática,2016
Camioneta,Renault,Fontibón,Plateado,5,Gasolina,90228,Duster,1.6,52900000,Bogotá D.C.,Mecánica,2016
Pick-Up,Nissan,Fontibón,Blanco,2,Gasolina,103989,Frontier,2.4,93900000,Bogotá D.C.,Mecánica,2016
Pick-Up,Great Wall,Piedecuesta,,2,Gasolina,37000,Wingle 5,2.2,47800000,Santander,Mecánica,2016
Coupé,BMW,Medellín,Negro,2,Gasolina,125000,Serie 4,2.0,123000000,Antioquia,Automática,2016
Hatchback,Mazda,Suba,,4,Gasolina,75000,3,2.0,65900000,Bogotá D.C.,Automática,2016
Camioneta,Nissan,Barranquilla,Gris,4,Gasolina,76000,X-Trail,2.5,95000000,Atlántico,Automática,2016
Camioneta,Toyota,Medellín,Azul,5,Diésel,81000,Land Cruiser,4.5,330000000,Antioquia,Mecánica,2016
Sedán,Chevrolet,Medellín,Plateado,5,Gasolina,88000,Sail,,32500000,Antioquia,Mecánica,2016
Camioneta,Great Wall,Envigado,,5,Gasolina,23000,Haval,2.4,43900000,Antioquia,Mecánica,2016
Camioneta,Mercedes-Benz,Usaquén,,5,Diésel,62000,Clase GLE,2.2,155000000,Bogotá D.C.,Automática,2016
Camioneta,Dodge,Suba,Gris,5,Gasolina,60500,Journey,2.4,64900000,Bogotá D.C.,Automática,2016
Hatchback,Renault,Cúcuta,,5,Gasolina,80000,Sandero,1.6,31800000,Norte De Santander,Mecánica,2016
Camioneta,Kia,Medellín,,5,Gasolina,79000,Sportage,2.0,80900000,Antioquia,Mecánica,2016
Camioneta,Renault,Pereira,Plateado,5,Gasolina,88100,Duster,2.0,48800000,Risaralda,Mecánica,2016
Camioneta,Volvo,Medellín,Gris,5,Gasolina,47200,V40,1.5,69900000,Antioquia,Automática,2016
Pick-Up,Toyota,Medellín,Blanco,4,Diésel,161000,Hilux,2.5,118000000,Antioquia,Mecánica,2016
,Renault,Duitama,,5,Gasolina,91848,Stepway,,41000000,Boyaca,Mecánica,2016
Sedán,Nissan,Suba,,4,Gasolina,62000,Versa,1.6,29400000,Bogotá D.C.,Mecánica,2016
Camioneta,Renault,Envigado,Gris,5,Gasolina,84400,Koleos,2.5,68000000,Antioquia,Automática,2016
Sedán,Kia,Suba,Blanco,4,Gasolina,50000,Rio,1.2,45000000,Bogotá D.C.,Mecánica,2016
Hatchback,Volkswagen,Villamaria,,5,Gasolina,28000,Beetle,2.5,64500000,Caldas,Mecánica,2016
Camioneta,Ford,Usaquén,Blanco,5,Gasolina,76000,Escape,2.0,75500500,Bogotá D.C.,Mecánica,2016
Sedán,Chevrolet,Medellín,,4,Gasolina,84000,Sail,1.4,32900000,Antioquia,Mecánica,2016
Pick-Up,Toyota,Fontibón,Blanco,4,Diésel,116000,Hilux,2.5,122000000,Bogotá D.C.,Mecánica,2016
Hatchback,Renault,Envigado,Rojo,5,Gasolina,82000,Sandero,1.6,32800000,Antioquia,Mecánica,2016
,Mini,Medellín,,4,Gasolina,78000,Cooper,,76000000,Antioquia,Automática,2016
,BMW,Medellín,,2,Gasolina,42000,M235,,108000000,Antioquia,Automática,2016
Camioneta,Nissan,Fontibón,Plateado,5,Gasolina,67000,X-Trail,2.5,85900000,Bogotá D.C.,Automática,2016
Hatchback,Kia,Medellín,,5,Gasolina,38000,Picanto,1.2,39900000,Antioquia,Mecánica,2016
Hatchback,Renault,Fontibón,,5,Gasolina,62758,Clio,1.2,29000000,Bogotá D.C.,Mecánica,2016
Pick-Up,Ford,Medellín,,4,Diésel,85000,Ranger,3.2,107900000,Antioquia,Mecánica,2016
,Mercedes-Benz,Villavicencio,,2,Gasolina,38000,Clase E,,130000000,Meta,Automática,2016
Sedán,Jaguar,Usaquén,Blanco,4,Gasolina,17261,2016,2000 turbo,92000000,Bogotá D.C.,Automática,2016
Hatchback,Renault,Valledupar,Blanco,5,Gasolina,108856,Clio,1.2,28500000,Cesar,Mecánica,2016
Hatchback,Mini,Medellín,Verde,5,Gasolina,25200,Cooper,2.0,104900000,Antioquia,Mecánica,2016
Camioneta,Toyota,Valledupar,Azul,5,Diésel,85000,Prado,3.0,190000000,Cesar,Automática,2016
Camioneta,Toyota,Valledupar,Gris,4,Diésel,86945,Hilux,3.0,205000000,Cesar,Automática,2016
Camioneta,Nissan,Valledupar,Blanco,5,Gasolina,165192,Qashqai,2.0,70000000,Cesar,Mecánica,2016
Hatchback,Renault,Puente Aranda,Gris,5,Gasolina,49700,Sandero,1.6,38000000,Bogotá D.C.,Automática,2016
Hatchback,Renault,Villavicencio,,5,Eléctrico,13563,Twizy,,30500000,Meta,Automática,2016
Coupé,BMW,Medellín,Plateado,2,Gasolina,55000,Serie 2,2.0,89900000,Antioquia,Automática,2016
Hatchback,Hyundai,Cali,Gris,5,Gasolina,95500,Grand i10,1.0,34000000,Valle Del Cauca,Mecánica,2016
Pick-Up,Toyota,Medellín,,4,Diésel,161000,Hilux,3.0,162000000,Antioquia,Automática,2016
Hatchback,Volkswagen,Usaquén,Rojo,5,Gasolina,37000,New Beetle,2.5,59990000,Bogotá D.C.,Automática,2016
Camioneta,Mercedes-Benz,Envigado,,5,Diésel,76000,ML,2.2,125000000,Antioquia,Automática,2016
Hatchback,Renault,Ibagué,Dorado,5,Gasolina,72000,Sandero,1.6,31000000,Tolima,Mecánica,2016
Camioneta,Honda,Fontibón,,5,Gasolina,45000,HR-V,1.8,72900000,Bogotá D.C.,Mecánica,2016
Hatchback,Mazda,Envigado,Rojo,5,Gasolina,60000,3,2.0,57900000,Antioquia,Mecánica,2016
Camioneta,Toyota,Medellín,,5,Gasolina,80000,Fortuner,2.7,117900000,Antioquia,Mecánica,2016
Camioneta,Nissan,La Calera,Plateado,5,Gasolina,88000,Patrol,5.6,250000000,Cundinamarca,Automática,2016
Camioneta,Suzuki,Medellín,,5,Gasolina,109600,Grand Vitara,2.4,65500000,Antioquia,Automática,2016
Convertible,Mercedes-Benz,Barranquilla,Negro,2,Gasolina,42000,E250,,130000000,Atlántico,Automática,2016
,Chevrolet,Dosquebradas,,2,Diésel,155000,D-Max,,95000000,Risaralda,Mecánica,2016
Sedán,Volkswagen,Chapinero,,4,Gasolina,38000,Jetta,2.0,53800000,Bogotá D.C.,Mecánica,2016
,Mini,Duitama,,5,Gasolina,36165,EDICIÓN JHON COOPER,,105000000,Boyaca,Automática,2016
Hatchback,Mercedes-Benz,Cali,Plateado,5,Gasolina,58000,Clase A,1.6,75800000,Valle Del Cauca,Automática,2016
SUV,Nissan,Suba,Negro,5,Gasolina,65881,Qashqai,1,77900000,Bogotá D.C.,Automática,2016
Sedán,Ford,Fontibón,,4,Gasolina,89000,Fiesta,1.6,40990000,Bogotá D.C.,Mecánica,2016
Hatchback,Suzuki,Cali,Blanco,5,Gasolina,81000,Swift,1.2,39000000,Valle Del Cauca,Mecánica,2016
Camioneta,Renault,Barrios Unidos,Gris,5,Gasolina,58600,Duster,1.6,49800000,Bogotá D.C.,Mecánica,2016
Pick-Up,Nissan,Cali,Blanco,2,Diésel,110000,Frontier,2.5,85000000,Valle Del Cauca,Mecánica,2016
,Chevrolet,Medellín,,4,Gasolina,76000,Tracker,,54800000,Antioquia,Automática,2016
Pick-Up,Chevrolet,Barranquilla,Plateado,2,Diésel,150000,LUV,2.4,88750000,Atlántico,Mecánica,2016
Hatchback,Mazda,Medellín,,5,Gasolina,54900,2,1.5,52500000,Antioquia,Mecánica,2016
Hatchback,Mazda,Usaquén,Rojo,5,Gasolina,65000,2,1.5,54000000,Bogotá D.C.,Automática,2016
Camioneta,Kia,Cali,,5,Gasolina,74000,Sportage,2.0,82000000,Valle Del Cauca,Mecánica,2016
Camioneta,Ford,Suba,Rojo,4,Gasolina,48528,Escape,2.0,87900000,Bogotá D.C.,Mecánica,2016
Sedán,Renault,Villavicencio,Plateado,4,Gasolina,79500,Logan,1.6,34500000,Meta,Mecánica,2016
Coupé,Mercedes-Benz,Medellín,,2,Gasolina,53000,Clase CLA,1.6,79900000,Antioquia,Automática,2016
,Chevrolet,Medellín,,4,Gasolina,63000,SAIL LTZ,,32900000,Antioquia,Mecánica,2016
SUV,BMW,Suba,Gris,4,Gasolina,38000,X5,6 cilindros turbo,166000000,Bogotá D.C.,Automática,2016
Hatchback,Renault,Suba,,5,Gasolina,49700,Sandero,1.6,36000000,Bogotá D.C.,Mecánica,2016
,Land Rover,Cali,,5,Gasolina,62000,Range Rover,,145000000,Valle Del Cauca,Automática,2016
Hatchback,Kia,Ciudad Bolívar,Gris,5,Gasolina,63998,Rio,1.2,49000000,Bogotá D.C.,Mecánica,2016
Camioneta,Toyota,Usaquén,,5,Diésel,84500,Prado,3.0,192000000,Bogotá D.C.,Mecánica,2016
Camioneta,Mercedes-Benz,Suba,Plateado,4,Diésel,60000,ML,2.2,134000000,Bogotá D.C.,Automática,2016
,Ford,Medellín,,5,Gasolina,31000,Escape,,74900000,Antioquia,Automática,2016
Camioneta,Suzuki,Suba,,5,Gasolina,30000,Grand Vitara,1.6,63900000,Bogotá D.C.,Mecánica,2016
Hatchback,Renault,Envigado,,5,Gasolina,60000,Sandero,1.6,38500000,Antioquia,Mecánica,2016
Hatchback,Chevrolet,Barrios Unidos,,5,Gasolina,81000,Sail,1.4,32900000,Bogotá D.C.,Mecánica,2016
Sedán,Chevrolet,Suba,Rojo,5,Gasolina,100027,Sail,1.4,33900000,Bogotá D.C.,Mecánica,2016
Hatchback,Nissan,Engativa,,5,Gasolina,57500,March,1.6,34580000,Bogotá D.C.,Mecánica,2016
Camioneta,BMW,Usaquén,Azul,5,Gasolina,71000,X1,2.0,85000000,Bogotá D.C.,Automática,2016
Camioneta,Mercedes-Benz,Cartagena De Indias,Negro,5,Gasolina,52000,Clase GL,4.7,170000000,Bolívar,Automática,2016
Camioneta,BMW,Usaquén,Plateado,5,Gasolina,49900,X5,4.4,170000000,Bogotá D.C.,Automática,2016
Hatchback,Volkswagen,Engativa,Rojo,5,Gasolina,59000,Gol,1.6,35900000,Bogotá D.C.,Mecánica,2016
,BMW,Cali,,4,Gasolina,33000,X5,,215000000,Valle Del Cauca,Automática,2016
Hatchback,Mercedes-Benz,Medellín,Gris,5,Gasolina,40000,Clase B,1.6,67900000,Antioquia,Automática,2016
Sedán,Mercedes-Benz,Medellín,Marrón,5,Gasolina,93000,2016,2000 TURBO,86000000,Antioquia,Automática,2016
Sedán,Kia,Suba,Plateado,4,Gasolina,53900,Rio,1.5,36990000,Bogotá D.C.,Mecánica,2016
Sedán,Mercedes-Benz,Medellín,Blanco,4,Gasolina,59794,2016,2.0,110000000,Antioquia,Automática,2016
Camioneta,BMW,Medellín,Blanco,5,Gasolina,74400,X3,2.0,116900000,Antioquia,Automática,2016
Hatchback,Chevrolet,Cali,Rojo,5,Gasolina,78000,Spark,1.0,25200000,Valle Del Cauca,Mecánica,2016
Camioneta,Ford,Medellín,,5,Gasolina,36855,Explorer,3.5,104900000,Antioquia,Automática,2016
Camioneta,BMW,Medellín,Blanco,5,Diésel,100500,X3,2.0,92900000,Antioquia,Automática,2016
Camioneta,Audi,Fontibón,Negro,5,Gasolina,49000,Q5,2.0,95000000,Bogotá D.C.,Automática,2016
Hatchback,Chevrolet,Barrios Unidos,Negro,5,Gasolina,32500,Sonic,1.6,41490000,Bogotá D.C.,Mecánica,2016
Camioneta,Renault,Tunja,,5,Gasolina,65000,Koleos,2.5,70000000,Boyaca,Mecánica,2016
,Renault,Villavicencio,,5,Gasolina,117000,Duster,,43000000,Meta,Mecánica,2016
,Lexus,Chía,Blanco,5,Gasolina,42495,2016,,280000000,Cundinamarca,Automática,2016
,Renault,Medellín,Gris,5,Gasolina,72300,LOGAN DYNAMIQUE,F710Q183026,32900000,Antioquia,Mecánica,2016
,Renault,Medellín,,5,Gasolina,66000,2016,,34900000,Antioquia,Mecánica,2016
Sedán,Chevrolet,Engativa,Negro,4,Gasolina,72000,Sail,1.4,28950000,Bogotá D.C.,Mecánica,2016
Hatchback,Volkswagen,Pereira,Rojo,3,Gasolina,55000,Beetle,2.5,62000000,Risaralda,Automática,2016
Hatchback,Mazda,Cali,,5,Gasolina,63000,2,1.5,56000000,Valle Del Cauca,Mecánica,2016
Hatchback,Hyundai,Suba,Blanco,5,Gasolina,31791,Grand i10,1.0,34900000,Bogotá D.C.,Mecánica,2016
Camioneta,Renault,Pereira,Plateado,5,Gasolina,92000,Duster,2.0,48750000,Risaralda,Mecánica,2016
Camioneta,Nissan,Suba,Blanco,5,Gasolina,76500,X-Trail,2.5,79990000,Bogotá D.C.,Automática,2016
Convertible,BMW,Bucaramanga,,2,Gasolina,61000,Serie 4,2.0,106000000,Santander,Automática,2016
Station Wagon,Volkswagen,Medellín,,5,Diésel,109000,Golf,2.0,57800000,Antioquia,Mecánica,2016
,Mercedes-Benz,Medellín,Marrón,5,Diésel,77000,CLASE ML 250,,125000000,Antioquia,Automática,2016
Camioneta,Nissan,Pereira,,5,Gasolina,73000,Qashqai,2.0,72000000,Risaralda,Mecánica,2016
Hatchback,Chevrolet,Suba,Rojo,5,Gasolina,46000,SPARK LIFE,1000,24990000,Bogotá D.C.,Mecánica,2016
Sedán,Mazda,Barranquilla,Blanco,4,Gasolina,65800,3,2.0,59000000,Atlántico,Automática,2016
Hatchback,Kia,Medellín,,5,Gasolina,42000,Rio,1.4,52900000,Antioquia,Mecánica,2016
Camioneta,Ford,Medellín,,5,Gasolina,47000,Explorer,3.5,116900000,Antioquia,Automática,2016
Hatchback,Suzuki,Medellín,Gris,5,Gasolina,43500,Swift,1.4,42900000,Antioquia,Mecánica,2016
Camioneta,Mercedes-Benz,Barranquilla,,5,Gasolina,60000,Clase GL,4.7,180000000,Atlántico,Automática,2016
Sedán,Kia,Medellín,Blanco,4,Gasolina,38000,Rio,1.2,47000000,Antioquia,Mecánica,2016
Camioneta,Kia,Cali,,5,Gasolina,60500,Sportage,2.0,54800000,Valle Del Cauca,Mecánica,2016
Sedán,Nissan,Suba,Azul,4,Gasolina,96600,Versa,1.6,39500000,Bogotá D.C.,Mecánica,2016
Hatchback,Kia,Barrios Unidos,Azul,5,Gasolina,62400,Soul,1.6,51890000,Bogotá D.C.,Mecánica,2016
,Nissan,Barrios Unidos,Blanco,4,Diésel,88000,D22,,67700000,Bogotá D.C.,Mecánica,2016
Camioneta,Nissan,Medellín,Gris,5,Gasolina,120000,X-Trail,2.5,85000000,Antioquia,Automática,2016
Sedán,Kia,Medellín,Blanco,4,Gasolina,52000,CERATO PRO,1.6,58800000,Antioquia,Automática,2016
Camioneta,Toyota,Teusaquillo,Plateado,5,Diésel,47000,Fortuner,3000,157000000,Bogotá D.C.,Automática,2016
Camioneta,Toyota,Medellín,,5,Gasolina,75000,4Runner,4.0,179900000,Antioquia,Automática,2016
,Mercedes-Benz,Medellín,,5,Gasolina,40000,Clase Gla 45 Amg,,134300000,Antioquia,Automática,2016
Hatchback,Chevrolet,Medellín,,5,Gasolina,103000,Spark,1.0,23500000,Antioquia,Mecánica,2016
Sedán,Renault,Envigado,,4,Gasolina,38000,Logan,1.6,38500000,Antioquia,Mecánica,2016
Hatchback,Kia,Ciudad Bolívar,Blanco,5,Gasolina,73354,Picanto,1.0,37000000,Bogotá D.C.,Mecánica,2016
,,Medellín,,,,,,,91900000,Antioquia,,
Pick-Up,Volkswagen,Suba,Gris,2,Gasolina,36000,Saveiro,1.6,37500000,Bogotá D.C.,Mecánica,2016
Hatchback,Renault,Barrios Unidos,Plateado,5,Gasolina,25500,Sandero,1.6,42900000,Bogotá D.C.,Automática,2016
Camioneta,Kia,Medellín,,5,Gasolina,74000,Sportage,2.0,75900000,Antioquia,Mecánica,2016
,Chevrolet,Medellín,,5,Gasolina,88500,Spark GT,,34900000,Antioquia,Mecánica,2016
Hatchback,Chevrolet,Barrios Unidos,Rojo,5,Gasolina,63700,Spark GT,1200,32890000,Bogotá D.C.,Mecánica,2016
Camioneta,Toyota,Medellín,Gris,5,Gasolina,71320,4Runner,4.0,172000000,Antioquia,Automática,2016
Camioneta,Jeep,Barranquilla,Plateado,5,Gasolina,49930,Wrangler,3.6,160000000,Atlántico,Mecánica,2016
Hatchback,Mazda,Medellín,,5,Gasolina,71600,2,1.5,54900000,Antioquia,Mecánica,2016
Sedán,Ford,Barrios Unidos,,4,Gasolina,70000,Fiesta,1.6,66990000,Bogotá D.C.,Mecánica,2016
Camioneta,Suzuki,Bello,,5,Gasolina,49000,Grand Vitara,2.4,64800000,Antioquia,Mecánica,2016
Sedán,Mazda,Suba,Gris,4,Gasolina,55119,3,2.0,59900000,Bogotá D.C.,Mecánica,2016
Hatchback,Mazda,Medellín,,5,Gasolina,71000,2,1.5,56900000,Antioquia,Mecánica,2016
Camioneta,Renault,Medellín,,5,Gasolina,90000,Koleos,2.5,65900000,Antioquia,Mecánica,2016
Hatchback,Mercedes-Benz,Cali,,5,Gasolina,82000,Clase A,1.6,72000000,Valle Del Cauca,Automática,2016
Camioneta,Volkswagen,Suba,Blanco,5,Gasolina,110000,Crossfox,1.6,49990000,Bogotá D.C.,Mecánica,2016
,Porsche,Usaquén,Plateado,2,Gasolina,7600,Cayman,,495000000,Bogotá D.C.,Mecánica,2016
Sedán,Mazda,Tunja,,4,Gasolina,109400,3,2.0,57900000,Boyaca,Mecánica,2016
Sedán,Chevrolet,Engativa,Gris,4,Gasolina,95000,Cobalt,1.8,35900000,Bogotá D.C.,Automática,2016
Hatchback,Kia,Medellín,Amarillo,5,Gasolina,141000,Picanto,1250,88800000,Antioquia,Mecánica,2016
,Chevrolet,Fontibón,Gris,5,Gasolina,41060,Onix,1.4,46900000,Bogotá D.C.,Mecánica,2016
Camioneta,Ford,Medellín,,5,Gasolina,89000,Explorer,3.5,90900000,Antioquia,Automática,2016
Pick-Up,Nissan,Bucaramanga,Blanco,4,Diésel,63000,Frontier,2.5,96900000,Santander,Mecánica,2016
Sedán,Renault,Medellín,Gris,4,Gasolina,72300,Logan,1.6,32500000,Antioquia,Mecánica,2016
Camioneta,Toyota,Usaquén,Blanco,5,Diésel,43500,TX DIESEL,,192900000,Bogotá D.C.,Automática,2016
Sedán,Maserati,Cali,Negro,4,Gasolina,18000,Ghibli,3.0,230000000,Valle Del Cauca,Automática,2016
Camioneta,Suzuki,Sabaneta,Blanco,5,Gasolina,127000,Grand Vitara,2.4,61900000,Antioquia,Automática,2016
Camioneta,Ford,Medellín,,5,Gasolina,89000,Explorer,3.5,94000000,Antioquia,Automática,2016
Hatchback,Renault,Fontibón,Negro,5,Gasolina,92000,Sandero,1.6,33900000,Bogotá D.C.,Mecánica,2016
Sedán,Mercedes-Benz,Chía,Blanco,4,Gasolina,34550,Clase C,4.0,235000000,Cundinamarca,Automática,2016
Pick-Up,Nissan,Fontibón,Blanco,4,Diésel,61295,Frontier,2.5,93900000,Bogotá D.C.,Mecánica,2016
Camioneta,Ford,Cali,,5,Gasolina,82000,Escape,2.0,72800000,Valle Del Cauca,Mecánica,2016
Hatchback,Mini,Medellín,Plateado,5,Gasolina,34487,Cooper,2.0,118900000,Antioquia,Mecánica,2016
,Chevrolet,Bucaramanga,,4,Gasolina,54000,Tracker,,56000000,Santander,Automática,2016
Camioneta,Volvo,Usaquén,Marrón,5,Gasolina,50000,XC60,2.5,92500000,Bogotá D.C.,Automática,2016
Hatchback,Kia,Suba,Plateado,4,Gasolina,39200,Picanto,,39900000,Bogotá D.C.,Automática,2016
Hatchback,Mazda,Tunja,,5,Gasolina,75825,2,1.5,54900000,Boyaca,Mecánica,2016
Hatchback,Volkswagen,Usaquén,Negro,5,Gasolina,67000,Beetle,2.5,57900000,Bogotá D.C.,Mecánica,2016
Camioneta,Suzuki,Medellín,Gris,5,Gasolina,97000,S-Cross,1.6,56500000,Antioquia,Automática,2016
Hatchback,Mazda,Cali,,5,Gasolina,69000,3,2.0,62000000,Valle Del Cauca,Mecánica,2016
